input_index,orig_root,orig_stem,orig_leaf,orig_fruit,orig_fruit_margin,pred_root,pred_stem,pred_leaf,pred_fruit,fruit_margin,num_point_differences,orig_length,generated_length
171,1.372902,1.3824,1.283558,1.155462,-0.22693800000000008,3.906883955001831,3.63834810256958,3.3149573802948,6.115160942077637,2.2082769870758057,117,165,165
172,2.767329,2.909199,2.799985,2.632282,-0.2769170000000001,7.415112018585205,7.67969274520874,7.651398181915283,10.476808547973633,2.7971158027648926,105,165,165
173,3.747542,3.790239,3.633343,3.537647,-0.2525919999999999,4.651155471801758,4.770857334136963,4.610414505004883,6.284256935119629,1.513399600982666,96,165,165
174,2.116233,2.17235,2.05987,1.956535,-0.21581499999999987,3.6763906478881836,3.660109043121338,3.6863229274749756,5.389806747436523,1.7034838199615479,94,165,165
175,1.571755,1.599162,1.48106,1.292085,-0.30707700000000004,4.008992671966553,3.992528200149536,3.722822427749634,5.985293388366699,1.9763007164001465,110,165,165
176,2.877751,2.835965,2.701455,2.659579,-0.21817200000000003,0.9159449338912964,0.8582383990287781,1.0332205295562744,2.960167407989502,1.9269468784332275,98,165,165
177,5.708269,5.948355,5.761874,5.894101,-0.054254000000000246,7.8489179611206055,8.039896011352539,8.04011344909668,10.44680404663086,2.4066905975341797,103,165,165
178,3.104122,3.161834,3.005567,3.028408,-0.1334259999999996,10.386630058288574,10.782320022583008,10.565742492675781,13.071908950805664,2.2895889282226562,110,165,165
179,1.725337,1.702649,1.601273,1.327988,-0.39734899999999995,10.444305419921875,10.592721939086914,10.515585899353027,11.783760070800781,1.1910381317138672,86,165,165
180,2.75464,2.822801,2.712403,2.600585,-0.22221599999999997,5.030770301818848,4.960715293884277,5.025217056274414,6.842215538024902,1.8114452362060547,106,165,165
181,3.057167,3.112176,2.931322,2.818445,-0.29373099999999974,11.88358211517334,12.198467254638672,11.97783374786377,14.20336627960205,2.004899024963379,112,165,165
182,2.780191,2.803175,2.63147,2.666157,-0.13701799999999986,4.483367443084717,4.44830322265625,4.503026485443115,6.994853496551514,2.4918270111083984,110,165,165
183,4.046802,4.081849,3.893775,3.904368,-0.17748100000000022,7.266879558563232,7.293932914733887,7.02459192276001,9.12131404876709,1.8273811340332031,104,165,165
184,2.767456,2.824188,2.639567,2.591972,-0.23221599999999976,6.464076042175293,6.832394599914551,6.74336051940918,8.085588455200195,1.2531938552856445,90,165,165
185,2.918289,2.979394,2.835822,2.538495,-0.44089899999999993,4.625545978546143,4.938826560974121,4.8139729499816895,6.699024200439453,1.760197639465332,107,165,165
186,2.40978,2.423865,2.29556,2.212266,-0.2115990000000001,14.785984992980957,14.797760009765625,14.523612022399902,16.865684509277344,2.0679244995117188,87,165,165
187,1.500693,1.473961,1.344755,1.263673,-0.23702,2.5251305103302,2.3416481018066406,2.0160024166107178,4.41105842590332,1.8859279155731201,111,165,165
188,2.058697,2.074251,1.972704,1.921917,-0.15233399999999975,5.635444641113281,5.651661396026611,5.548953533172607,7.768550872802734,2.116889476776123,103,165,165
189,3.154895,3.212229,3.031605,2.960756,-0.25147299999999984,2.839811325073242,2.783348798751831,2.847259283065796,4.444482803344727,1.5972235202789307,96,165,165
190,3.553472,3.651918,3.491652,3.298781,-0.35313700000000026,8.834778785705566,8.77578353881836,8.475838661193848,10.702285766601562,1.867506980895996,95,165,165
191,4.056767,4.052249,3.876368,3.897487,-0.15927999999999987,6.693506717681885,6.403581619262695,6.444550514221191,9.06881046295166,2.3753037452697754,104,165,165
192,2.240243,2.231893,2.118503,2.08038,-0.1598630000000001,3.7169618606567383,3.7507450580596924,3.6766605377197266,5.905581951141357,2.154836893081665,113,165,165
193,1.916923,1.96582,1.836922,1.711456,-0.2543639999999998,4.3021063804626465,4.410488605499268,4.305104732513428,5.427422523498535,1.0169339179992676,85,165,165
194,2.880439,2.966188,2.798795,2.740552,-0.22563599999999973,2.215263605117798,2.121220827102661,2.1115877628326416,3.4901254177093506,1.2748618125915527,92,165,165
195,2.190856,2.19192,2.113906,2.123847,-0.06807300000000005,3.9617462158203125,4.063852787017822,4.084229469299316,5.643595218658447,1.5593657493591309,97,165,165
196,2.493504,2.56653,2.424512,2.47547,-0.09106000000000014,2.7060976028442383,2.7017667293548584,2.6691739559173584,4.754120349884033,2.048022747039795,86,165,165
197,2.62807,2.642714,2.463636,2.380523,-0.2621909999999996,0.8700118064880371,0.928303062915802,1.0271127223968506,2.5953938961029053,1.5682811737060547,95,165,165
198,2.800956,2.92313,2.821294,2.692029,-0.23110100000000022,2.495316505432129,2.7172114849090576,2.722787618637085,4.4400739669799805,1.7172863483428955,108,165,165
